[my_website] Crawled: 12 URLs in 0.76 seconds
[my_website] queue size: 0
         810738 function calls (790128 primitive calls) in 3.783 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        4    0.000    0.000    0.215    0.054 base.py:1(<module>)
     1421    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
  177/140    0.000    0.000    0.001    0.000 sre_compile.py:485(_get_literal_prefix)
       12    0.000    0.000    0.002    0.000 _collections.py:337(extend)
      168    0.000    0.000    0.000    0.000 langhelpers.py:1089(__init__)
      216    0.000    0.000    0.000    0.000 _collections.py:259(__getitem__)
      725    0.000    0.000    0.006    0.000 frozen importlib._bootstrap_external:159(_path_isfile)
     1827    0.000    0.000    0.000    0.000 {built-in function callable}
      483    0.000    0.000    0.001    0.000 __init__.py:387(_parse_groups)
      168    0.000    0.000    0.001    0.000 _policybase.py:293(header_source_parse)
      327    0.000    0.000    0.000    0.000 {built-in function _codecs.utf_8_decode}
      601    0.000    0.000    0.000    0.000 enum.py:33(_is_sunder)
       60    0.000    0.000    0.001    0.000 client.py:1239(putheader)
       14    0.000    0.000    0.001    0.000 _waiter.py:143(get)
      172    0.000    0.000    0.003    0.000 parse.py:505(urlunparse)
        2    0.000    0.000    0.276    0.138 api.py:33(from_bytes)
      682    0.000    0.000    0.000    0.000 inspect.py:281(isfunction)
       16    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:770(create_module)
      129    0.000    0.000    0.001    0.000 typing.py:206(_collect_type_vars)
       12    0.000    0.000    0.001    0.000 client.py:206(_read_headers)
       60    0.000    0.000    0.000    0.000 {method 'acquire_lock' of '_thread.lock' objects}
      591    0.000    0.000    0.001    0.000 inspect.py:203(ismethod)
      204    0.000    0.000    0.000    0.000 feedparser.py:79(readline)
       67    0.000    0.000    0.002    0.000 frozen importlib._bootstrap_external:1601(_fill_cache)
       42    0.000    0.000    0.001    0.000 legacy.py:121(_standard_listen_example)
     2250    0.000    0.000    0.000    0.000 {method 'items' of 'dict' objects}
      719    0.000    0.000    0.001    0.000 frozen importlib._bootstrap_external:180(_path_isabs)
       36    0.000    0.000    0.000    0.000 utils.py:206(<genexpr>)
        1    0.000    0.000    0.001    0.001 _socketcommon.py:1(<module>)
       12    0.000    0.000    0.355    0.030 connectionpool.py:595(urlopen)
      747    0.000    0.000    0.000    0.000 sre_parse.py:169(__setitem__)
      186    0.000    0.000    0.000    0.000 langhelpers.py:153(walk_subclasses)
      121    0.000    0.000    0.008    0.000 interface.py:422(_calculate_sro)
       38    0.000    0.000    0.007    0.000 interface.py:725(__init__)
      316    0.000    0.000    0.000    0.000 structures.py:46(__setitem__)
      601    0.000    0.000    0.000    0.000 enum.py:22(_is_dunder)
     1205    0.000    0.000    0.000    0.000 typing.py:1022(<genexpr>)
        2    0.000    0.000    0.000    0.000 {built-in function _thread.start_new_thread}
      112    0.000    0.000    0.000    0.000 enum.py:596(_find_data_type)
       12    0.000    0.000    0.000    0.000 response.py:299(__init__)
       12    0.000    0.000    0.352    0.029 connectionpool.py:380(_make_request)
      750    0.000    0.000    0.000    0.000 interface.py:311(__hash__)
      152    0.000    0.000    0.000    0.000 sre_parse.py:76(__init__)
      152    0.000    0.000    0.042    0.000 sre_compile.py:622(_code)
        5    0.000    0.000    0.011    0.002 base.py:284(_create_dispatcher_class)
      714    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:746(find_spec)
       75    0.000    0.000    0.000    0.000 base.py:50(_is_event_name)
       84    0.000    0.000    0.002    0.000 __init__.py:804(mtime)
     2575    0.000    0.000    0.000    0.000 {method 'islower' of 'str' objects}
       33    0.000    0.000    0.005    0.000 ro.py:415(_merge)
       48    0.000    0.000    0.000    0.000 message.py:497(get_all)
      485    0.000    0.000    0.000    0.000 pathlib.py:94(join_parsed_parts)
       49    0.000    0.000    0.002    0.000 enum.py:165(__prepare__)
       12    0.000    0.000    0.001    0.000 client.py:1083(putrequest)
      593    0.000    0.000    0.000    0.000 contextlib.py:420(__init__)
        1    0.000    0.000    0.003    0.003 constant.py:1(<module>)
      222    0.000    0.000    0.278    0.001 {method 'readline' of '_io.BufferedReader' objects}
     1260    0.000    0.000    0.000    0.000 {method 'get' of 'mappingproxy' objects}
       49    0.000    0.000    0.001    0.000 enum.py:632(_find_new_)
      536    0.000    0.000    0.000    0.000 pathlib.py:239(splitroot)
       84    0.000    0.000    0.000    0.000 __init__.py:837(search)
       20    0.000    0.000    0.012    0.001 typing.py:2267(__new__)
       12    0.000    0.000    0.016    0.001 sessions.py:459(prepare_request)
       12    0.000    0.000    0.000    0.000 digraph.py:713(add_edges_from)
      213    0.000    0.000    0.001    0.000 typing.py:1107(__mro_entries__)
      962    0.000    0.000    0.000    0.000 interface.py:411(<lambda>)
      120    0.000    0.000    0.011    0.000 interface.py:398(__setBases)
        5    0.000    0.000    0.058    0.012 utils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 graphviz.py:84(agwrite)
        1    0.000    0.000    0.009    0.009 _typing.py:1(<module>)
      583    0.000    0.000    0.000    0.000 posixpath.py:41(_get_sep)
       36    0.000    0.000    0.007    0.000 cookies.py:35(__init__)
       27    0.000    0.000    0.002    0.000 declarations.py:901(__init__)
       46    0.000    0.000    0.002    0.000 typing_extensions.py:665(__init_subclass__)
      453    0.000    0.000    0.000    0.000 {method 'to_bytes' of 'int' objects}
       20    0.000    0.000    0.001    0.000 response.py:119(decompress)
      169    0.000    0.000    0.000    0.000 graphviz.py:225(agnameof)
       26    0.000    0.000    0.011    0.000 deprecations.py:359(_decorate_with_warning)
      282    0.000    0.000    0.000    0.000 ro.py:321(_can_choose_base)
       53    0.000    0.000    0.551    0.010 selectors.py:452(select)
      396    0.000    0.000    0.000    0.000 {method '__new__' of 'type' objects}
       67    0.000    0.000    0.003    0.000 frozen importlib._bootstrap_external:1357(_path_hooks)
      427    0.000    0.000    0.006    0.000 typing.py:515(<genexpr>)
       12    0.000    0.000    0.001    0.000 response.py:539(__init__)
      988    0.000    0.000    0.000    0.000 {built-in function sys.intern}
       12    0.000    0.000    0.002    0.000 models.py:659(__init__)
       21    0.000    0.000    0.000    0.000 __init__.py:463(_all)
      138    0.000    0.000    0.000    0.000 typing_extensions.py:620(__eq__)
      428    0.000    0.000    0.000    0.000 decorators.py:696(__init__)
       22    0.000    0.000    0.001    0.000 __init__.py:59(__init__)
       38    0.000    0.000    0.002    0.000 interface.py:790(<dictcomp>)
        4    0.000    0.000    0.003    0.001 dataclasses.py:881(_process_class)
      240    0.000    0.000    0.001    0.000 _policybase.py:281(_sanitize_header)
       12    0.000    0.000    0.012    0.001 __init__.py:858(fromstring)
      149    0.000    0.000    0.000    0.000 codecs.py:319(decode)
       37    0.000    0.000    0.000    0.000 cookiejar.py:885(__init__)
       47    0.000    0.000    0.002    0.000 typing_extensions.py:550(__init__)
      136    0.000    0.000    0.000    0.000 {method 'search' of 're.Pattern' objects}
      165    0.000    0.000    0.002    0.000 _collections_abc.py:821(get)
      165    0.000    0.000    0.000    0.000 __init__.py:733(lookup)
        1    0.000    0.000    0.000    0.000 monkey.py:321(_GeventDoPatchRequest)
      431    0.000    0.000    0.000    0.000 enum.py:12(_is_descriptor)
       20    0.000    0.000    0.005    0.000 response.py:1030(read_chunked)
       60    0.000    0.000    0.001    0.000 connection.py:305(putheader)
      252    0.000    0.000    0.000    0.000 {method 'from_iterable' of 'type' objects}
      204    0.000    0.000    0.001    0.000 feedparser.py:129(__next__)
        1    0.000    0.000    0.002    0.002 feedparser.py:1(<module>)
       12    0.000    0.000    0.000    0.000 _socket3.py:222(makefile)
      168    0.000    0.000    0.000    0.000 _collections.py:302(add)
       37    0.000    0.000    0.001    0.000 cookiejar.py:1266(__init__)
        1    0.000    0.000    0.015    0.015 elements.py:1(<module>)
      710    0.000    0.000    0.000    0.000 sre_parse.py:82(groups)
       67    0.000    0.000    0.002    0.000 frozen importlib._bootstrap_external:1642(path_hook_for_FileFinder)
      127    0.000    0.000    0.006    0.000 typing.py:1147(copy_with)
      264    0.000    0.000    0.000    0.000 {method 'name' of 'unicodedata.UCD' objects}
       36    0.000    0.000    0.002    0.000 agraph.py:456(add_edge)
       96    0.000    0.000    0.001    0.000 parse.py:167(hostname)
      121    0.000    0.000    0.008    0.000 ro.py:607(ro)
        2    0.000    0.000    0.011    0.005 socket.py:1(<module>)
       32    0.000    0.000    0.000    0.000 watcher.py:394(_set_callback)
      468    0.000    0.000    0.000    0.000 typing.py:1242(__eq__)
       49    0.000    0.000    0.000    0.000 enum.py:82(__init__)
       38    0.000    0.000    0.001    0.000 queue.py:122(put)
      116    0.000    0.000    0.000    0.000 {method 'from_buffer' of '_cffi_backend.FFI' objects}
        1    0.000    0.000    0.034    0.034 selectable.py:1(<module>)
      253    0.000    0.000    0.001    0.000 _collections_abc.py:909(__iter__)
       12    0.000    0.000    0.372    0.031 adapters.py:434(send)
       15    0.000    0.000    0.000    0.000 loop.py:287(python_check_callback)
      370    0.000    0.000    0.005    0.000 frozen importlib._bootstrap_external:164(_path_isdir)
       12    0.000    0.000    0.006    0.000 utils.py:199(get_netrc_auth)
        2    0.000    0.000    0.047    0.024 schema.py:1(<module>)
      846    0.000    0.000    0.000    0.000 {method 'lstrip' of 'str' objects}
      216    0.000    0.000    0.000    0.000 structures.py:51(__getitem__)
      296    0.000    0.000    0.000    0.000 parse.py:426(_checknetloc)
       58    0.000    0.000    0.000    0.000 events.py:31(__init__)
      152    0.000    0.000    0.001    0.000 interface.py:383(subscribe)
       12    0.000    0.000    0.287    0.024 client.py:1331(getresponse)
      149    0.000    0.000    0.000    0.000 {built-in function repr}
      122    0.000    0.000    0.000    0.000 interface.py:493(<listcomp>)
     3061    0.000    0.000    0.000    0.000 md.py:144(eligible)
       17    0.000    0.000    0.001    0.000 watcher.py:418(start)
     3021    0.000    0.000    0.000    0.000 {method 'isascii' of 'str' objects}
        8    0.000    0.000    0.000    0.000 _elementpath.py:101(select)
        1    0.000    0.000    0.007    0.007 sqltypes.py:1(<module>)
       24    0.000    0.000    0.000    0.000 __init__.py:150(_digest)
       42    0.000    0.000    0.278    0.007 ssl.py:374(read)
      152    0.000    0.000    0.000    0.000 weakref.py:485(get)
       12    0.000    0.000    0.000    0.000 socket.py:679(__init__)
       21    0.000    0.000    0.000    0.000 {method 'release_lock' of '_thread.lock' objects}
      187    0.000    0.000    0.000    0.000 interface.py:75(__init__)
       12    0.000    0.000    0.000    0.000 feedparser.py:140(__init__)
       12    0.000    0.000    0.001    0.000 _collections.py:95(__getitem__)
      170    0.000    0.000    0.001    0.000 os.py:755(encode)
      149    0.000    0.000    0.002    0.000 interface.py:779(update_value)
       12    0.000    0.000    0.001    0.000 cookiejar.py:1361(add_cookie_header)
      275    0.000    0.000    0.000    0.000 socket.py:93(<lambda>)
       24    0.000    0.000    0.002    0.000 utils.py:836(select_proxy)
        3    0.000    0.000    0.007    0.002 subprocess.py:1(<module>)
       24    0.000    0.000    0.001    0.000 watcher.py:428(stop)
       12    0.000    0.000    0.418    0.035 sessions.py:502(request)
       12    0.000    0.000    0.277    0.023 models.py:906(text)
      504    0.000    0.000    0.000    0.000 __init__.py:912(__init__)
      709    0.000    0.000    0.000    0.000 {method '__setattr__' of 'EnumMeta' objects}
      160    0.000    0.000    0.000    0.000 weakref.py:461(__setitem__)
     1025    0.000    0.000    0.000    0.000 frozen importlib._bootstrap_external:71(_relax_case)
       57    0.000    0.000    0.000    0.000 base_events.py:772(_call_soon)
       54    0.000    0.000    0.006    0.000 declarations.py:325(changed)
       17    0.000    0.000    0.118    0.007 events.py:105(notify_and_call_entry_points)
      152    0.000    0.000    0.000    0.000 sre_parse.py:928(fix_flags)
       48    0.000    0.000    0.001    0.000 message.py:564(get_content_type)
      484    0.000    0.000    0.006    0.000 pathlib.py:845(joinpath)
        2    0.000    0.000    0.191    0.096 interfaces.py:1(<module>)
        1    0.000    0.000    0.002    0.002 typing_extensions.py:1(<module>)
      306    0.000    0.000    0.000    0.000 backends.py:363(__doc__)
      198    0.000    0.000    0.001    0.000 ro.py:342(_choose_next_base)
       12    0.000    0.000    0.007    0.001 client.py:224(parse_headers)
       22    0.000    0.000    0.000    0.000 __init__.py:275(PY_EVP_MD_fetch)
       42    0.000    0.000    0.278    0.007 ssl.py:565(recv_into)
      112    0.000    0.000    0.001    0.000 enum.py:585(_get_mixins_)
      416    0.000    0.000    0.000    0.000 functools.py:433(_unwrap_partial)
       12    0.000    0.000    0.000    0.000 enum.py:1032(_decompose)
       12    0.000    0.000    0.010    0.001 adapters.py:294(build_response)
      302    0.000    0.000    0.000    0.000 types.py:186(__get__)
     3061    0.000    0.000    0.000    0.000 md.py:364(eligible)
       36    0.000    0.000    0.000    0.000 url.py:100(__new__)
       24    0.000    0.000    0.001    0.000 cookiejar.py:1604(make_cookies)
       12    0.000    0.000    0.000    0.000 models.py:258(__init__)
       54    0.000    0.000    0.000    0.000 utils.py:89(is_symbol)
       12    0.000    0.000    0.001    0.000 typing.py:407(__getitem__)
       39    0.000    0.000    0.001    0.000 futures.py:159(__schedule_callbacks)
       14    0.000    0.000    0.007    0.001 enum.py:489(_create_)
      121    0.000    0.000    0.000    0.000 ro.py:275(<listcomp>)
       25    0.000    0.000    0.001    0.000 cookies.py:521(cookiejar_from_dict)
       24    0.000    0.000    0.000    0.000 {method 'readlines' of '_io._IOBase' objects}
       15    0.000    0.000    0.000    0.000 corecffi.py:58(python_check_callback)
       22    0.000    0.000    0.004    0.000 declarations.py:577(_classImplements_ordered)
      698    0.000    0.000    0.000    0.000 {built-in function _imp.is_frozen}
       68    0.000    0.000    0.000    0.000 __init__.py:834(get_socket_or_connection_gone)
        7    0.000    0.000    0.000    0.000 monkey.py:335(default_patch_items)
       26    0.000    0.000    0.000    0.000 contextlib.py:102(__init__)
