[my_website] Crawled: 12 URLs in 0.76 seconds
[my_website] queue size: 0
         810738 function calls (790128 primitive calls) in 3.783 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       15    0.000    0.000    0.000    0.000 loop.py:584(ptr)
       77    0.000    0.000    0.000    0.000 {method 'isalnum' of 'str' objects}
        1    0.000    0.000    0.000    0.000 subprocess.py:476(_CommunicatingGreenlets)
        1    0.000    0.000    0.000    0.000 cographs.py:1(<module>)
        1    0.000    0.000    0.000    0.000 shortestaugmentingpath.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:59(Sectioned)
       25    0.000    0.000    0.000    0.000 ipaddress.py:431(_ip_int_from_prefix)
        2    0.000    0.000    0.276    0.138 models.py:790(apparent_encoding)
        1    0.000    0.000    0.000    0.000 schema.py:3521(ColumnElementColumnDefault)
        1    0.000    0.000    0.000    0.000 monkey.py:1124(_check_repatching)
       12    0.000    0.000    0.000    0.000 _collections_abc.py:865(__len__)
        1    0.000    0.000    0.000    0.000 selectable.py:1588(AliasedReturnsRows)
        1    0.000    0.000    0.000    0.000 sqltypes.py:82(HasExpressionLookup)
       24    0.000    0.000    0.000    0.000 {method '__missing__' of 'FreezableDefaultDict' objects}
        1    0.000    0.000    0.000    0.000 client.py:108(<dictcomp>)
        3    0.000    0.000    0.000    0.000 _abstract_linkable.py:176(_capture_hub)
        1    0.000    0.000    0.000    0.000 kernighan_lin.py:1(<module>)
        3    0.000    0.000    0.000    0.000 agraph.py:1980(__init__)
        1    0.000    0.000    0.000    0.000 traversals.py:72(HasShallowCopy)
       12    0.000    0.000    0.000    0.000 client.py:1210(_encode_request)
        6    0.000    0.000    0.000    0.000 __init__.py:652(__init__)
        4    0.000    0.000    0.000    0.000 sqltypes.py:489(__init__)
        1    0.000    0.000    0.000    0.000 datetime.py:1657(_fromtimestamp)
        1    0.000    0.000    0.000    0.000 closeness.py:1(<module>)
       24    0.000    0.000    0.000    0.000 {method 'truncate' of '_io.StringIO' objects}
        1    0.000    0.000    0.000    0.000 gomory_hu.py:1(<module>)
        1    0.000    0.000    0.000    0.000 response.py:506(HTTPResponse)
        1    0.000    0.000    0.000    0.000 decoder.py:944(load_array)
        1    0.000    0.000    0.000    0.000 thread.py:118(ThreadPoolExecutor)
        1    0.000    0.000    0.000    0.000 event.py:172(AsyncResult)
        1    0.000    0.000    0.000    0.000 mimetypes.py:64(MimeTypes)
        2    0.000    0.000    0.000    0.000 __init__.py:1287(verify_mode)
        8    0.000    0.000    0.000    0.000 _compat.py:35(_c_optimizations_required)
        1    0.000    0.000    0.000    0.000 _util.py:1(<module>)
        1    0.000    0.000    0.000    0.000 graphmatrix.py:1(<module>)
        1    0.000    0.000    0.000    0.000 mock.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _config.py:119(Setting)
       13    0.000    0.000    0.000    0.000 os.py:805(fsencode)
        1    0.000    0.000    0.001    0.001 string.py:69(__init_subclass__)
        1    0.000    0.000    0.000    0.000 platform.py:729(_Processor)
        2    0.000    0.000    0.000    0.000 models.py:257(append)
        1    0.000    0.000    0.000    0.000 queue.py:98(Queue)
        1    0.000    0.000    0.000    0.000 elements.py:5111(quoted_name)
        1    0.000    0.000    0.000    0.000 interfaces.py:277(_CoreKnownExecutionOptions)
        1    0.000    0.000    0.000    0.000 biconnected.py:1(<module>)
       12    0.000    0.000    0.000    0.000 {method 'tobytes' of 'memoryview' objects}
        1    0.000    0.000    0.000    0.000 _py_collections.py:163(OrderedSet)
        2    0.000    0.000    0.000    0.000 utils.py:290(iana_name)
        1    0.000    0.000    0.000    0.000 matchhelpers.py:1(<module>)
        1    0.000    0.000    0.000    0.000 default.py:1146(StrCompileDialect)
        1    0.000    0.000    0.000    0.000 wiener.py:1(<module>)
        1    0.000    0.000    0.000    0.000 efficiency_measures.py:1(<module>)
       16    0.000    0.000    0.000    0.000 events.py:752(get_event_loop)
        1    0.000    0.000    0.000    0.000 utf_8.py:33(getregentry)
        1    0.000    0.000    0.000    0.000 asteroidal.py:1(<module>)
        1    0.000    0.000    0.000    0.000 euler.py:1(<module>)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:2822(TypeAliasType)
        1    0.000    0.000    0.001    0.001 message.py:105(Message)
        1    0.000    0.000    0.000    0.000 stoerwagner.py:1(<module>)
        1    0.000    0.000    0.000    0.000 summarization.py:1(<module>)
        6    0.000    0.000    0.000    0.000 {method 'difference' of 'set' objects}
        4    0.000    0.000    0.000    0.000 sre_parse.py:868(_parse_flags)
        1    0.000    0.000    0.000    0.000 threading.py:816(Thread)
       17    0.000    0.000    0.000    0.000 _weakrefset.py:63(__iter__)
        1    0.000    0.000    0.000    0.000 annotation.py:53(SupportsAnnotations)
        1    0.000    0.000    0.000    0.000 schema.py:5328(MetaData)
        1    0.000    0.000    0.000    0.000 _sqlite3.py:774(Cursor)
        4    0.000    0.000    0.000    0.000 response.py:755(_fp_read)
        1    0.000    0.000    0.001    0.001 degree_alg.py:1(<module>)
        7    0.000    0.000    0.000    0.000 datetime.py:405(_check_time_fields)
        1    0.000    0.000    0.000    0.000 connectionpool.py:983(__init__)
        1    0.000    0.000    0.000    0.000 _py_row.py:1(<module>)
        1    0.000    0.000    0.000    0.000 bz2.py:27(BZ2File)
        6    0.000    0.000    0.000    0.000 _elementpath.py:74(xpath_tokenizer)
        1    0.000    0.000    0.000    0.000 reaching.py:1(<module>)
        1    0.000    0.000    0.000    0.000 elements.py:2979(ExpressionClauseList)
        1    0.000    0.000    0.000    0.000 watcher.py:112(AbstractWatcherType)
        3    0.000    0.000    0.000    0.000 {method 'typeof' of '_cffi_backend.FFI' objects}
        1    0.000    0.000    0.000    0.000 __init__.py:962(FormElement)
        1    0.000    0.000    0.000    0.000 subgraph_alg.py:1(<module>)
       12    0.000    0.000    0.000    0.000 {method '__init__' of 'SocketIO' objects}
        1    0.000    0.000    0.000    0.000 {built-in function _socket.socketpair}
        3    0.000    0.000    0.000    0.000 _contextvars.py:14(__new__)
        1    0.000    0.000    0.000    0.000 selectable.py:1994(CTE)
        1    0.000    0.000    0.000    0.000 _winapi.py:1(<module>)
        1    0.000    0.000    0.000    0.000 d_separation.py:1(<module>)
       33    0.000    0.000    0.000    0.000 futures.py:173(cancelled)
        1    0.000    0.000    0.000    0.000 gzip.py:121(GzipFile)
       31    0.000    0.000    0.000    0.000 {method 'issuperset' of 'frozenset' objects}
        1    0.000    0.000    0.000    0.000 numbers.py:32(Complex)
        1    0.000    0.000    0.001    0.001 heapq.py:1(<module>)
        1    0.000    0.000    0.000    0.000 fields.py:153(RequestField)
        1    0.000    0.000    0.000    0.000 {method '__init__' of 'Hub' objects}
        1    0.000    0.000    0.000    0.000 zipfile.py:2257(Path)
        2    0.000    0.000    0.000    0.000 functools.py:192(total_ordering)
        1    0.000    0.000    0.000    0.000 result.py:1998(MappingResult)
        1    0.000    0.000    0.000    0.000 depth_first_search.py:1(<module>)
        1    0.000    0.000    0.000    0.000 langhelpers.py:1995(EnsureKWArg)
        1    0.000    0.000    0.000    0.000 elements.py:2748(True_)
        1    0.000    0.000    0.000    0.000 argparse.py:1839(parse_known_args)
        1    0.000    0.000    0.000    0.000 relabel.py:1(<module>)
        7    0.000    0.000    0.000    0.000 __init__.py:1710(getEffectiveLevel)
        1    0.000    0.000    0.000    0.000 cache_key.py:610(_CacheKeyTraversal)
        1    0.000    0.000    0.000    0.000 current_flow_closeness.py:1(<module>)
        1    0.000    0.000    0.000    0.000 message.py:945(MIMEPart)
        1    0.000    0.000    0.000    0.000 datetime.py:449(timedelta)
        1    0.000    0.000    0.000    0.000 elements.py:5253(AnnotatedColumnElement)
        1    0.000    0.000    0.000    0.000 base64mime.py:1(<module>)
        1    0.000    0.000    0.000    0.000 calendar.py:52(_localized_month)
        1    0.000    0.000    0.000    0.000 stochastic.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ro.py:1(<module>)
        7    0.000    0.000    0.000    0.000 md.py:201(__init__)
        4    0.000    0.000    0.000    0.000 _socket3.py:39(__init__)
        1    0.000    0.000    0.000    0.000 {built-in function _warnings.warn}
        1    0.000    0.000    0.000    0.000 ascii.py:1(<module>)
        9    0.000    0.000    0.000    0.000 inspect.py:2766(__str__)
        1    0.000    0.000    0.000    0.000 langhelpers.py:1074(generic_fn_descriptor)
        1    0.000    0.000    0.000    0.000 ssl.py:183(_TLSAlertType)
        1    0.000    0.000    0.000    0.000 _collections.py:172(Properties)
        1    0.000    0.000    0.000    0.000 subprocess.py:1125(communicate)
        1    0.000    0.000    0.000    0.000 sqltypes.py:3727(UUID)
        4    0.000    0.000    0.000    0.000 dataclasses.py:591(<listcomp>)
        1    0.000    0.000    0.000    0.000 traceback.py:243(FrameSummary)
        1    0.000    0.000    0.000    0.000 mycielski.py:1(<module>)
        1    0.000    0.000    0.000    0.000 internet_as_graphs.py:1(<module>)
        1    0.000    0.000    0.000    0.000 selectable.py:368(HasPrefixes)
        2    0.000    0.000    0.000    0.000 idna.py:145(encode)
       16    0.000    0.000    0.000    0.000 queue.py:213(_put)
        1    0.000    0.000    0.000    0.000 datetime.py:2274(timezone)
        1    0.000    0.000    0.000    0.000 selectable.py:1720(TableValuedAlias)
        1    0.000    0.000    0.000    0.000 _has_cy.py:1(<module>)
        7    0.000    0.000    0.000    0.000 md.py:164(__init__)
        1    0.000    0.000    0.000    0.000 multigraph.py:1(<module>)
       16    0.000    0.000    0.000    0.000 {method 'remove' of 'collections.deque' objects}
        1    0.000    0.000    0.000    0.000 threadpool.py:80(__init__)
        1    0.000    0.000    0.000    0.000 trsock.py:5(TransportSocket)
       13    0.000    0.000    0.000    0.000 {method 'fileno' of '_socket.socket' objects}
        3    0.000    0.000    0.000    0.000 __init__.py:902(createLock)
        1    0.000    0.000    0.000    0.000 elements.py:3865(AsBoolean)
        1    0.000    0.000    0.000    0.000 selectable.py:2385(HasCTE)
        1    0.000    0.000    0.000    0.000 ssl.py:106(SSLContext)
       14    0.000    0.000    0.000    0.000 {built-in function sys.audit}
        1    0.000    0.000    0.000    0.000 threading.py:288(wait)
        1    0.000    0.000    0.000    0.000 calendar.py:150(Calendar)
        1    0.000    0.000    0.000    0.000 agraph.py:414(nodes)
        1    0.000    0.000    0.000    0.000 core.py:53(__init__)
        1    0.000    0.000    0.000    0.000 schema.py:4314(ColumnCollectionConstraint)
        1    0.000    0.000    0.000    0.000 exceptions.py:158(BrokenMethodImplementation)
        1    0.000    0.000    0.000    0.000 declarations.py:73(Declaration)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1125(_BaseV4)
        1    0.000    0.000    0.000    0.000 random_sequence.py:1(<module>)
        3    0.000    0.000    0.000    0.000 registry.py:234(__init__)
       12    0.000    0.000    0.000    0.000 agraph.py:444(get_node)
      2/1    0.000    0.000    0.000    0.000 interface.py:816(names)
        1    0.000    0.000    0.000    0.000 elements.py:4108(Grouping)
        4    0.000    0.000    0.000    0.000 ssl.py:457(__new__)
        1    0.000    0.000    0.000    0.000 decomposition.py:1(<module>)
        1    0.000    0.000    0.000    0.000 digraph.py:70(DiGraph)
        1    0.000    0.000    0.000    0.000 __init__.py:330(EntryPoints)
        1    0.000    0.000    0.000    0.000 non_randomness.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pairs.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _socketcommon.py:399(_resolve_addr)
        1    0.000    0.000    0.000    0.000 selectable.py:467(HasHints)
        1    0.000    0.000    0.000    0.000 registry.py:215(_EventKey)
        3    0.000    0.000    0.000    0.000 api.py:28(_event_key)
       28    0.000    0.000    0.000    0.000 dataclasses.py:659(_is_kw_only)
        1    0.000    0.000    0.000    0.000 elements.py:3355(Case)
        1    0.000    0.000    0.000    0.000 intranges.py:1(<module>)
       15    0.000    0.000    0.000    0.000 ssl.py:996(_sslcopydoc)
        1    0.000    0.000    0.000    0.000 util.py:58(TransactionalContext)
        1    0.000    0.000    0.000    0.000 dominating_set.py:1(<module>)
        1    0.000    0.000    0.000    0.000 distance_regular.py:1(<module>)
        1    0.000    0.000    0.000    0.000 calendar.py:74(<listcomp>)
        2    0.000    0.000    0.000    0.000 platform.py:991(_sys_version)
       32    0.000    0.000    0.000    0.000 functools.py:964(__set_name__)
        1    0.000    0.000    0.000    0.000 structures.py:1(<module>)
       29    0.000    0.000    0.000    0.000 {method 'string' of '_cffi_backend.FFI' objects}
        1    0.000    0.000    0.000    0.000 _py_collections.py:306(IdentitySet)
        1    0.000    0.000    0.000    0.000 kcutsets.py:1(<module>)
        1    0.000    0.000    0.000    0.000 load.py:1(<module>)
        1    0.000    0.000    0.000    0.000 unweighted.py:1(<module>)
       12    0.000    0.000    0.000    0.000 stat.py:27(S_IFMT)
        1    0.000    0.000    0.002    0.002 status_codes.py:1(<module>)
        1    0.000    0.000    0.000    0.000 selectable.py:3279(ScalarValues)
        1    0.000    0.000    0.000    0.000 polynomials.py:1(<module>)
        1    0.000    0.000    0.000    0.000 heaps.py:1(<module>)
        1    0.000    0.000    0.000    0.000 cookies.py:23(MockRequest)
        1    0.000    0.000    0.000    0.000 nonisomorphic_trees.py:1(<module>)
        3    0.000    0.000    0.000    0.000 frozen importlib._bootstrap_external:1250(_get_parent_path)
       12    0.000    0.000    0.000    0.000 coreviews.py:80(__getitem__)
        1    0.000    0.000    0.000    0.000 selectable.py:290(Selectable)
        5    0.000    0.000    0.000    0.000 __init__.py:1532(log)
       53    0.000    0.000    0.000    0.000 enum.py:802(name)
        1    0.000    0.000    0.000    0.000 url.py:52(<listcomp>)
        2    0.000    0.000    0.001    0.001 re.py:232(findall)
        1    0.000    0.000    0.000    0.000 layout.py:1(<module>)
       28    0.000    0.000    0.000    0.000 declarations.py:147(<listcomp>)
        1    0.000    0.000    0.000    0.000 _abstract_linkable.py:287(_notify_links)
        4    0.000    0.000    0.000    0.000 dataclasses.py:547(<dictcomp>)
        2    0.000    0.000    0.001    0.001 frozen importlib._bootstrap_external:1093(get_resource_reader)
        1    0.000    0.000    0.000    0.000 boundary.py:1(<module>)
        1    0.000    0.000    0.000    0.000 thread.py:46(_WorkItem)
        5    0.000    0.000    0.000    0.000 _socketcommon.py:236(_intenum_converter)
        3    0.000    0.000    0.000    0.000 function.py:1227(<genexpr>)
        2    0.000    0.000    0.000    0.000 ssl.py:716(protocol)
        1    0.000    0.000    0.000    0.000 schema.py:4169(ColumnCollectionMixin)
       12    0.000    0.000    0.000    0.000 response.py:79(<listcomp>)
        1    0.000    0.000    0.000    0.000 selector_events.py:101(_make_self_pipe)
        1    0.000    0.000    0.000    0.000 queue.py:28(Queue)
        1    0.000    0.000    0.000    0.000 resources.py:107(path)
        1    0.000    0.000    0.000    0.000 selectors.py:348(__init__)
       25    0.000    0.000    0.000    0.000 ipaddress.py:415(_check_int_address)
        7    0.000    0.000    0.000    0.000 {method 'cast' of 'memoryview' objects}
        1    0.000    0.000    0.000    0.000 resources.py:135(_path_from_resource_path)
        1    0.000    0.000    0.000    0.000 characteristics.py:1(<module>)
       16    0.000    0.000    0.000    0.000 selectors.py:276(_key_from_fd)
        1    0.000    0.000    0.000    0.000 percolation.py:1(<module>)
        3    0.000    0.000    0.000    0.000 inspect.py:3297(signature)
        1    0.000    0.000    0.000    0.000 reportviews.py:116(NodeView)
       49    0.000    0.000    0.000    0.000 {built-in function __pypy__.hidden_applevel}
       39    0.000    0.000    0.000    0.000 typing.py:560(<genexpr>)
        1    0.000    0.000    0.000    0.000 digraph.py:316(__init__)
        1    0.000    0.000    0.000    0.000 loop.py:745(run_callback)
        1    0.000    0.000    0.000    0.000 selectable.py:2211(SelectsRows)
        1    0.000    0.000    0.000    0.000 lazy_imports.py:1(<module>)
        1    0.000    0.000    0.002    0.002 netrc.py:1(<module>)
        1    0.000    0.000    0.002    0.002 subprocess.py:373(check_output)
        1    0.000    0.000    0.000    0.000 dml.py:1500(Update)
        1    0.000    0.000    0.000    0.000 socks.py:1(<module>)
        1    0.000    0.000    0.000    0.000 threadpool.py:501(spawn)
       17    0.000    0.000    0.000    0.000 __init__.py:29(notify)
        1    0.000    0.000    0.000    0.000 weakly_connected.py:1(<module>)
        1    0.000    0.000    0.000    0.000 base.py:92(_Dispatch)
        1    0.000    0.000    0.000    0.000 models.py:641(Response)
        1    0.000    0.000    0.000    0.000 elements.py:4175(Over)
        3    0.000    0.000    0.000    0.000 _socket3.py:275(_drop_ref_on_close)
       16    0.000    0.000    0.000    0.000 dataclasses.py:436(_field_assign)
        1    0.000    0.000    0.000    0.000 agraph.py:1775(_get_fh)
        3    0.000    0.000    0.000    0.000 frozen importlib._bootstrap_external:1268(__iter__)
        1    0.000    0.000    0.000    0.000 voronoi.py:1(<module>)
        4    0.000    0.000    0.000    0.000 __init__.py:1448(setLevel)
        1    0.000    0.000    0.000    0.000 unix_events.py:67(close)
        1    0.000    0.000    0.000    0.000 _tblib.py:96(Traceback)
        1    0.000    0.000    0.000    0.000 _meta.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _meta.py:7(PackageMetadata)
        1    0.000    0.000    0.000    0.000 _collections.py:482(LRUCache)
        1    0.000    0.000    0.000    0.000 __init__.py:58(check_compatibility)
        2    0.000    0.000    0.000    0.000 platform.py:804(__len__)
        1    0.000    0.000    0.000    0.000 interval_graph.py:1(<module>)
        1    0.000    0.000    0.000    0.000 connectionpool.py:121(HTTPConnectionPool)
        1    0.000    0.000    0.000    0.000 {method 'split' of 're.Pattern' objects}
        4    0.000    0.000    0.000    0.000 {method 'values' of 'mappingproxy' objects}
        1    0.000    0.000    0.000    0.000 flow_matrix.py:1(<module>)
        4    0.000    0.000    0.000    0.000 inspection.py:177(_self_inspects)
        1    0.000    0.000    0.009    0.009 hub.py:839(_get_resolver)
        3    0.000    0.000    0.000    0.000 events.py:427(__init__)
        1    0.000    0.000    0.000    0.000 _util.py:206(LazyOnClass)
        6    0.000    0.000    0.000    0.000 events.py:718(_set_running_loop)
        1    0.000    0.000    0.000    0.000 util.py:229(_TreeFormatter)
        1    0.000    0.000    0.000    0.000 ssl.py:321(_gevent_sock_class)
        1    0.000    0.000    0.000    0.000 rcm.py:1(<module>)
        1    0.000    0.000    0.001    0.001 threading.py:916(start)
        3    0.000    0.000    0.000    0.000 __init__.py:46(__init__)
        3    0.000    0.000    0.000    0.000 gettext.py:668(dgettext)
        6    0.000    0.000    0.000    0.000 typing.py:1083(copy_with)
        8    0.000    0.000    0.000    0.000 _compat.py:72(_should_attempt_c_optimizations)
        1    0.000    0.000    0.000    0.000 elements.py:3801(CollectionAggregate)
        1    0.000    0.000    0.000    0.000 ssl.py:151(minimum_version)
        1    0.000    0.000    0.000    0.000 annotation.py:175(SupportsCloneAnnotations)
        1    0.000    0.000    0.000    0.000 function.py:1230(number_of_selfloops)
        1    0.000    0.000    0.000    0.000 type_api.py:1470(NativeForEmulated)
       16    0.000    0.000    0.000    0.000 dataclasses.py:508(_init_param)
        1    0.000    0.000    0.000    0.000 readers.py:1(<module>)
        2    0.000    0.000    0.000    0.000 compiler.py:1332(_init_bind_translate)
        7    0.000    0.000    0.000    0.000 sre_parse.py:99(checkgroup)
       14    0.000    0.000    0.000    0.000 monkey.py:1352(<genexpr>)
        2    0.000    0.000    0.000    0.000 functools.py:195(<setcomp>)
        1    0.000    0.000    0.000    0.000 compiler.py:6428(DDLCompiler)
       12    0.000    0.000    0.000    0.000 coreviews.py:52(__getitem__)
        2    0.000    0.000    0.000    0.000 argparse.py:1460(_add_action)
       27    0.000    0.000    0.000    0.000 __init__.py:271(_openssl_hash_name_mapper)
        1    0.000    0.000    0.000    0.000 abc.py:354(Traversable)
        1    0.000    0.000    0.000    0.000 monkey.py:1330(<listcomp>)
        1    0.000    0.000    0.000    0.000 schema.py:5092(Index)
        7    0.000    0.000    0.000    0.000 md.py:140(__init__)
        1    0.000    0.000    0.000    0.000 _socket3.py:534(socketpair)
        4    0.000    0.000    0.000    0.000 response.py:249(put)
        2    0.000    0.000    0.000    0.000 datetime.py:1255(__new__)
        1    0.000    0.000    0.000    0.000 _dml_constructors.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1872(IPv6Address)
        1    0.000    0.000    0.000    0.000 wait.py:1(<module>)
       19    0.000    0.000    0.000    0.000 {method '__next__' of 'itertools.count' objects}
        1    0.000    0.000    0.000    0.000 heapq.py:315(_MergeNode)
        2    0.000    0.000    0.000    0.000 threadpool.py:468(_adjust_step)
        2    0.000    0.000    0.000    0.000 typing_extensions.py:763(inner)
       16    0.000    0.000    0.000    0.000 sre_parse.py:163(__delitem__)
        1    0.000    0.000    0.000    0.000 second_order.py:1(<module>)
        7    0.000    0.000    0.000    0.000 md.py:113(__init__)
      3/2    0.000    0.000    0.000    0.000 greenlet.py:49(__new__)
        1    0.000    0.000    0.000    0.000 dml.py:955(ValuesBase)
        1    0.000    0.000    0.000    0.000 lock.py:176(_fixup_docstrings)
       13    0.000    0.000    0.000    0.000 context.py:16(__init__)
       13    0.000    0.000    0.000    0.000 context.py:35(__await__)
       12    0.000    0.000    0.000    0.000 {method 'close' of 'SocketIO' objects}
        1    0.000    0.000    0.000    0.000 base.py:333(Events)
        2    0.000    0.000    0.000    0.000 models.py:237(__getitem__)
        1    0.000    0.000    0.000    0.000 sqltypes.py:1888(Boolean)
        1    0.000    0.000    0.000    0.000 nx_latex.py:1(<module>)
        1    0.000    0.000    0.000    0.000 hybrid.py:1(<module>)
        1    0.000    0.000    0.000    0.000 mimetypes.py:399(_default_mime_types)
        1    0.000    0.000    0.007    0.007 connection.py:114(_has_ipv6)
        1    0.000    0.000    0.000    0.000 random_clustered.py:1(<module>)
        2    0.000    0.000    0.000    0.000 _weakrefset.py:72(__len__)
        1    0.000    0.000    0.000    0.000 coreviews.py:1(<module>)
        1    0.000    0.000    0.000    0.000 platform.py:767(uname_result)
        1    0.000    0.000    0.015    0.015 connection.py:197(_new_conn)
        1    0.000    0.000    0.000    0.000 encoder.py:59(JSONEncoder)
        1    0.000    0.000    0.000    0.000 elements.py:3525(TypeCoerce)
        1    0.000    0.000    0.000    0.000 csv.py:80(DictReader)
       21    0.000    0.000    0.000    0.000 {method 'values' of 'Deprecated' objects}
        1    0.000    0.000    0.000    0.000 communicability_alg.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _py_collections.py:87(immutabledict)
        1    0.000    0.000    0.000    0.000 chains.py:1(<module>)
        1    0.000    0.000    0.000    0.000 attracting.py:1(<module>)
        1    0.000    0.000    0.000    0.000 subprocess.py:425(CompletedProcess)
        3    0.000    0.000    0.000    0.000 monkey.py:252(get_original)
        1    0.000    0.000    0.000    0.000 _lzma.py:292(Index)
        1    0.000    0.000    0.000    0.000 decoder.py:284(__init__)
        4    0.000    0.000    0.000    0.000 ro.py:190(__new__)
        1    0.000    0.000    0.000    0.000 selectable.py:6618(Exists)
        1    0.000    0.000    0.000    0.000 {built-in function posix.sysconf}
        1    0.000    0.000    0.000    0.000 connection.py:491(HTTPSConnection)
        1    0.000    0.000    0.001    0.001 base_futures.py:1(<module>)
        6    0.000    0.000    0.000    0.000 base_events.py:1912(_set_coroutine_origin_tracking)
        6    0.000    0.000    0.000    0.000 {method 'def_extern' of '_cffi_backend.FFI' objects}
        1    0.000    0.000    0.000    0.000 _sha512.py:1(<module>)
       12    0.000    0.000    0.000    0.000 {method 'flush' of 'HTTPResponse' objects}
        2    0.000    0.000    0.000    0.000 {built-in function _codecs.lookup}
        1    0.000    0.000    0.000    0.000 elements.py:3639(_textual_label_reference)
        1    0.000    0.000    0.000    0.000 unix_events.py:57(_UnixSelectorEventLoop)
        1    0.000    0.000    0.000    0.000 interface.py:337(Specification)
        1    0.000    0.000    0.000    0.000 sqltypes.py:819(Date)
        1    0.000    0.000    0.000    0.000 abc.py:166(InspectLoader)
        1    0.000    0.000    0.000    0.000 selectable.py:198(ReturnsRows)
        1    0.000    0.000    0.001    0.001 typing.py:2291(NamedTuple)
        1    0.000    0.000    0.000    0.000 elements.py:4045(Slice)
        1    0.000    0.000    0.000    0.000 equitable_coloring.py:1(<module>)
        1    0.000    0.000    0.000    0.000 poolmanager.py:230(_new_pool)
       43    0.000    0.000    0.000    0.000 _compat_pickle.py:165(<genexpr>)
        1    0.000    0.000    0.000    0.000 random.py:128(seed)
        1    0.000    0.000    0.006    0.006 __init__.py:275(__go)
        2    0.000    0.000    0.000    0.000 adapters.py:173(init_poolmanager)
        1    0.000    0.000    0.000    0.000 datetime.py:1844(replace)
        1    0.000    0.000    0.000    0.000 tree.py:1(<module>)
        1    0.000    0.000    0.000    0.000 sudoku.py:1(<module>)
        1    0.000    0.000    0.000    0.000 harmonic.py:1(<module>)
        1    0.000    0.000    0.000    0.000 functions.py:1275(Function)
        1    0.000    0.000    0.000    0.000 base.py:1372(_ColumnMetrics)
        1    0.000    0.000    0.001    0.001 __init__.py:124(EntryPoint)
       29    0.000    0.000    0.000    0.000 operators.py:1936(comparison_op)
        1    0.000    0.000    0.000    0.000 reciprocity.py:1(<module>)
        1    0.000    0.000    0.000    0.000 sqltypes.py:2741(ARRAY)
       20    0.000    0.000    0.000    0.000 typing.py:1053(<genexpr>)
        1    0.000    0.000    0.000    0.000 request.py:317(Request)
        1    0.000    0.000    0.000    0.000 nx_pylab.py:1(<module>)
        1    0.000    0.000    0.001    0.001 ddl.py:142(ExecutableDDLElement)
       24    0.000    0.000    0.000    0.000 feedparser.py:126(__iter__)
        1    0.000    0.000    0.000    0.000 log.py:108(InstanceLogger)
       14    0.000    0.000    0.000    0.000 coreviews.py:43(__init__)
        2    0.000    0.000    0.000    0.000 core.py:172(close)
        7    0.000    0.000    0.005    0.001 ?:3(<lambda>)
        1    0.000    0.000    0.000    0.000 models.py:225(CharsetMatches)
        1    0.000    0.000    0.000    0.000 selector_events.py:93(_close_self_pipe)
        2    0.000    0.000    0.000    0.000 langhelpers.py:1306(__getattr__)
        1    0.000    0.000    0.000    0.000 triads.py:116(<dictcomp>)
        1    0.000    0.000    0.000    0.000 zipfile.py:778(ZipExtFile)
        7    0.000    0.000    0.000    0.000 decoder.py:790(_load_line_multiline_str)
       15    0.000    0.000    0.000    0.000 {built-in function sys.getswitchinterval}
        1    0.000    0.000    0.000    0.000 multidigraph.py:22(MultiDiGraph)
        1    0.000    0.000    0.000    0.000 _base.py:327(Future)
        2    0.000    0.000    0.000    0.000 reprlib.py:12(decorating_function)
        1    0.000    0.000    0.000    0.000 _compression.py:1(<module>)
        1    0.000    0.000    0.000    0.000 base.py:297(<listcomp>)
        1    0.000    0.000    0.000    0.000 _contextvars.py:108(ContextVar)
        1    0.000    0.000    0.000    0.000 reflection.py:158(ObjectScope)
        1    0.000    0.000    0.000    0.000 adjacency.py:1(<module>)
        4    0.000    0.000    0.000    0.000 utility.py:10(_str_with_len)
        1    0.000    0.000    0.000    0.000 wait.py:82(_have_working_poll)
        6    0.000    0.000    0.000    0.000 models.py:197(could_be_from_charset)
        1    0.000    0.000    0.000    0.000 richclub.py:1(<module>)
        1    0.000    0.000    0.000    0.000 threading.py:1386(__init__)
        1    0.000    0.000    0.000    0.000 ssl.py:224(_TLSMessageType)
       30    0.000    0.000    0.000    0.000 watcher.py:187(_make_meth)
        1    0.000    0.000    0.002    0.002 platform.py:747(from_subprocess)
        1    0.000    0.000    0.000    0.000 langhelpers.py:1208(HasMemoized)
        1    0.000    0.000    0.000    0.000 models.py:296(CliDetectionResult)
        5    0.000    0.000    0.000    0.000 _collections.py:419(to_list)
        3    0.000    0.000    0.000    0.000 watcher.py:173(_watcher_struct_pointer_type)
        1    0.000    0.000    0.000    0.000 elements.py:5387(_anonymous_label)
        1    0.000    0.000    0.000    0.000 ego.py:1(<module>)
        1    0.000    0.000    0.000    0.000 result.py:1602(FilterResult)
